ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10898566,JA210081,04/02/2017 05:40:00 PM,007XX E 47TH ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0223,002,4,38,04A,1182140,1874015,2017,04/09/2017 03:57:12 PM,41.809519487,-87.607458308,"(41.809519487, -87.607458308)"
10898395,JA210037,04/02/2017 05:40:00 PM,104XX S BENSLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0434,004,10,51,08B,1194528,1836235,2017,04/09/2017 03:57:12 PM,41.705552196,-87.563262447,"(41.705552196, -87.563262447)"
10898467,JA210040,04/02/2017 05:45:00 PM,094XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,STREET,false,false,0633,006,6,49,08B,1180576,1842371,2017,04/09/2017 03:57:12 PM,41.72272118,-87.614165159,"(41.72272118, -87.614165159)"
10898498,JA210045,04/02/2017 05:50:00 PM,104XX S PARNELL AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2233,022,34,49,06,1174481,1835481,2017,04/09/2017 03:57:12 PM,41.703951596,-87.636694527,"(41.703951596, -87.636694527)"
10898430,JA210065,04/02/2017 05:50:00 PM,001XX W 112TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0522,005,34,49,08B,1177315,1830687,2017,04/09/2017 03:57:12 PM,41.69073279,-87.626461055,"(41.69073279, -87.626461055)"
10898487,JA210046,04/02/2017 05:52:00 PM,010XX W MARQUETTE RD,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0724,007,17,68,08A,1170716,1860394,2017,04/09/2017 03:57:12 PM,41.772399064,-87.649756647,"(41.772399064, -87.649756647)"
10898523,JA210075,04/02/2017 05:53:00 PM,037XX W DOUGLAS BLVD,0553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,STREET,false,false,1011,010,24,29,04A,1151786,1893201,2017,04/09/2017 03:57:12 PM,41.862817911,-87.718288381,"(41.862817911, -87.718288381)"
10898937,JA210593,04/02/2017 06:00:00 PM,012XX W FULLERTON AVE,0870,THEFT,POCKET-PICKING,CTA BUS,false,false,1932,019,32,7,06,1167766,1916085,2017,04/09/2017 03:57:12 PM,41.925284057,-87.658967358,"(41.925284057, -87.658967358)"
10898728,JA210414,04/02/2017 06:00:00 PM,041XX W 25TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1013,010,22,30,14,1149392,1886738,2017,04/09/2017 03:57:12 PM,41.845129361,-87.727244029,"(41.845129361, -87.727244029)"
10898662,JA210175,04/02/2017 06:00:00 PM,035XX W ARMITAGE AVE,0263,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,ALLEY,false,false,1413,014,26,22,02,1152336,1913057,2017,04/09/2017 03:57:12 PM,41.917293959,-87.715744759,"(41.917293959, -87.715744759)"
10898525,JA210092,04/02/2017 06:00:00 PM,066XX S HALSTED ST,0860,THEFT,RETAIL THEFT,GAS STATION,true,false,0723,007,6,68,06,1172118,1860614,2017,04/09/2017 03:57:12 PM,41.772972076,-87.644610871,"(41.772972076, -87.644610871)"
10898514,JA210084,04/02/2017 06:00:00 PM,035XX W SHAKESPEARE AVE,041B,BATTERY,AGGRAVATED: OTHER FIREARM,VEHICLE NON-COMMERCIAL,false,false,1413,014,26,22,04B,1152802,1914069,2017,04/09/2017 03:57:12 PM,41.920061753,-87.714005807,"(41.920061753, -87.714005807)"
10898464,JA210122,04/02/2017 06:00:00 PM,019XX S CALUMET AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0132,001,2,33,07,1178824,1890861,2017,04/09/2017 03:57:12 PM,41.855822387,-87.619106988,"(41.855822387, -87.619106988)"
10898451,JA210110,04/02/2017 06:00:00 PM,003XX N PINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1523,015,28,25,08B,1139439,1901762,2017,04/09/2017 03:57:12 PM,41.886544212,-87.76340479,"(41.886544212, -87.76340479)"
10898416,JA210059,04/02/2017 06:00:00 PM,095XX S AVENUE M,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0432,004,10,52,26,1201448,1842442,2017,04/09/2017 03:57:12 PM,41.722412101,-87.537712612,"(41.722412101, -87.537712612)"
10901556,JA213246,04/02/2017 06:08:00 PM,058XX W IOWA ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,1511,015,29,25,26,,,2017,04/09/2017 03:57:12 PM,,,
10898605,JA210095,04/02/2017 06:08:00 PM,056XX S ARTESIAN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,true,false,0824,008,16,63,04B,1160991,1867192,2017,04/09/2017 03:57:12 PM,41.791260289,-87.685218011,"(41.791260289, -87.685218011)"
10898999,JA210536,04/02/2017 06:09:00 PM,021XX S KILBOURN AVE,0810,THEFT,OVER $500,OTHER,false,false,1012,010,24,29,06,1146715,1889573,2017,04/09/2017 03:57:12 PM,41.852960397,-87.736996147,"(41.852960397, -87.736996147)"
10898604,JA210066,04/02/2017 06:10:00 PM,003XX N LOCKWOOD AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,true,false,1523,015,28,25,08B,1140980,1901816,2017,04/09/2017 03:57:12 PM,41.886664171,-87.757744442,"(41.886664171, -87.757744442)"
10898609,JA210267,04/02/2017 06:15:00 PM,084XX W CATHERINE AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,false,false,1614,016,41,76,26,1119017,1934768,2017,04/09/2017 03:57:12 PM,41.977464942,-87.837700585,"(41.977464942, -87.837700585)"
10898440,JA210076,04/02/2017 06:20:00 PM,015XX E 73RD PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0324,003,5,43,08B,1187671,1856558,2017,04/09/2017 03:57:12 PM,41.76148613,-87.587727071,"(41.76148613, -87.587727071)"
10899510,JA210100,04/02/2017 06:23:00 PM,066XX S UNIVERSITY AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0321,003,5,42,08A,1184692,1861250,2017,04/09/2017 03:57:12 PM,41.774431753,-87.598498315,"(41.774431753, -87.598498315)"
10898474,JA210088,04/02/2017 06:25:00 PM,027XX W 59TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,0824,008,16,66,08B,1158926,1865413,2017,04/09/2017 03:57:12 PM,41.786420937,-87.692838575,"(41.786420937, -87.692838575)"
10904656,JA210119,04/02/2017 06:30:00 PM,040XX N SHERIDAN RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1915,019,46,3,08B,,,2017,04/09/2017 03:57:12 PM,,,
10898916,JA210533,04/02/2017 06:30:00 PM,037XX S ELLIS AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,0212,002,4,36,06,1182201,1880502,2017,04/09/2017 03:57:12 PM,41.827318885,-87.607033458,"(41.827318885, -87.607033458)"
10898689,JA210389,04/02/2017 06:30:00 PM,060XX S HARPER AVE,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE,false,true,0314,003,5,42,26,1187484,1865036,2017,04/09/2017 03:57:12 PM,41.784754925,-87.588143196,"(41.784754925, -87.588143196)"
10898490,JA210115,04/02/2017 06:30:00 PM,020XX N CALIFORNIA AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SMALL RETAIL STORE,false,false,1414,014,35,22,10,1157378,1913344,2017,04/09/2017 03:57:12 PM,41.917980381,-87.697212498,"(41.917980381, -87.697212498)"
10898477,JA210111,04/02/2017 06:30:00 PM,016XX S LOOMIS ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),true,false,1233,012,25,31,26,1167301,1892087,2017,04/09/2017 03:57:12 PM,41.859441873,-87.661366562,"(41.859441873, -87.661366562)"
10898476,JA210143,04/02/2017 06:30:00 PM,052XX S WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0932,009,16,61,14,1164570,1870034,2017,04/09/2017 03:57:12 PM,41.798984299,-87.672014362,"(41.798984299, -87.672014362)"
10898439,JA210098,04/02/2017 06:30:00 PM,008XX N MONTICELLO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1112,011,27,23,18,1151896,1905415,2017,04/09/2017 03:57:12 PM,41.896332275,-87.717562888,"(41.896332275, -87.717562888)"
10898567,JA210085,04/02/2017 06:35:00 PM,016XX S HOMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1021,010,24,29,14,1153970,1891592,2017,04/09/2017 03:57:12 PM,41.858359419,-87.710313967,"(41.858359419, -87.710313967)"
10898541,JA210074,04/02/2017 06:35:00 PM,062XX S GREENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0314,003,20,42,08B,1184403,1863924,2017,04/09/2017 03:57:12 PM,41.781776219,-87.599474074,"(41.781776219, -87.599474074)"
10901499,JA211864,04/02/2017 06:39:00 PM,005XX W OHARE ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",AIRPORT VENDING ESTABLISHMENT,false,false,1654,016,41,76,11,,,2017,04/09/2017 03:57:12 PM,,,
10899134,JA210708,04/02/2017 06:40:00 PM,011XX S CLARK ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,0123,001,2,32,06,1175696,1895338,2017,04/09/2017 03:57:12 PM,41.868178403,-87.63045362,"(41.868178403, -87.63045362)"
10898547,JA210108,04/02/2017 06:40:00 PM,006XX E 90TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0633,006,6,44,14,1182108,1845444,2017,04/09/2017 03:57:12 PM,41.731118601,-87.608458885,"(41.731118601, -87.608458885)"
10898524,JA210103,04/02/2017 06:40:00 PM,003XX N PINE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),false,false,1523,015,28,25,04A,1139436,1901846,2017,04/09/2017 03:57:12 PM,41.886774773,-87.763413758,"(41.886774773, -87.763413758)"
10898494,JA210093,04/02/2017 06:40:00 PM,047XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0223,002,4,38,08B,1181059,1873697,2017,04/09/2017 03:57:12 PM,41.808671855,-87.611432988,"(41.808671855, -87.611432988)"
10898473,JA210138,04/02/2017 06:40:00 PM,007XX N RIDGEWAY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,1112,011,27,23,08A,1151256,1904605,2017,04/09/2017 03:57:12 PM,41.894122134,-87.719934772,"(41.894122134, -87.719934772)"
10898930,JA210494,04/02/2017 06:45:00 PM,085XX S ABERDEEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0613,006,21,71,14,1170479,1848088,2017,04/09/2017 03:57:12 PM,41.73863496,-87.650983206,"(41.73863496, -87.650983206)"
10898573,JA210212,04/02/2017 06:45:00 PM,0000X S STATE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE,false,false,0112,001,42,32,11,1176389,1900278,2017,04/09/2017 03:57:12 PM,41.88171846,-87.627760426,"(41.88171846, -87.627760426)"
10898532,JA210202,04/02/2017 06:45:00 PM,0000X S STATE ST,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,false,false,0112,001,42,32,06,1176389,1900278,2017,04/09/2017 03:57:12 PM,41.88171846,-87.627760426,"(41.88171846, -87.627760426)"
10898565,JA210131,04/02/2017 06:48:00 PM,005XX N STATE ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1831,018,42,8,06,1176272,1904025,2017,04/09/2017 03:57:12 PM,41.89200307,-87.628076963,"(41.89200307, -87.628076963)"
10898436,JA210102,04/02/2017 06:48:00 PM,045XX W MADISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1113,011,28,26,18,1146221,1899633,2017,04/09/2017 03:57:12 PM,41.880575686,-87.738553483,"(41.880575686, -87.738553483)"
10898475,JA210120,04/02/2017 06:51:00 PM,007XX E 84TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0632,006,6,44,08B,1182724,1849011,2017,04/09/2017 03:57:12 PM,41.740892596,-87.606091859,"(41.740892596, -87.606091859)"
10899329,JA210140,04/02/2017 06:55:00 PM,013XX N WASHTENAW AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,1423,014,26,24,04A,1158151,1908977,2017,04/09/2017 03:57:12 PM,41.905981217,-87.694491954,"(41.905981217, -87.694491954)"
10898560,JA210141,04/02/2017 06:55:00 PM,036XX S RHODES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0212,002,4,35,08B,1180179,1881033,2017,04/09/2017 03:57:12 PM,41.828822656,-87.614435488,"(41.828822656, -87.614435488)"
10898519,JA210112,04/02/2017 06:59:00 PM,0000X W 40TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0213,002,3,38,26,1176562,1877937,2017,04/09/2017 03:57:12 PM,41.820409263,-87.627799195,"(41.820409263, -87.627799195)"
10903318,JA215144,04/02/2017 07:00:00 PM,001XX E 127TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0532,005,9,53,07,,,2017,04/09/2017 03:57:12 PM,,,
10901687,JA213202,04/02/2017 07:00:00 PM,033XX N OLEANDER AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,1631,016,36,17,06,,,2017,04/09/2017 03:57:12 PM,,,
10900823,JA212427,04/02/2017 07:00:00 PM,025XX N MAPLEWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1431,014,35,22,05,1158936,1916760,2017,04/09/2017 03:57:12 PM,41.92732228,-87.691394361,"(41.92732228, -87.691394361)"
10899310,JA210856,04/02/2017 07:00:00 PM,062XX S TROY ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,0823,008,15,66,20,1156458,1863116,2017,04/09/2017 03:57:12 PM,41.78016773,-87.701949444,"(41.78016773, -87.701949444)"
10899195,JA210633,04/02/2017 07:00:00 PM,067XX S RIDGELAND AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0332,003,5,43,06,1189027,1860638,2017,04/09/2017 03:57:12 PM,41.772649633,-87.582626772,"(41.772649633, -87.582626772)"
10898973,JA210628,04/02/2017 07:00:00 PM,030XX N MONTICELLO AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2523,025,35,21,06,1151538,1919959,2017,04/09/2017 03:57:12 PM,41.936249367,-87.718494809,"(41.936249367, -87.718494809)"
10898966,JA210565,04/02/2017 07:00:00 PM,007XX E 92ND PL,0460,BATTERY,SIMPLE,STREET,false,false,0633,006,9,44,08B,1182684,1843799,2017,04/09/2017 03:57:12 PM,41.726591198,-87.606399702,"(41.726591198, -87.606399702)"
10898850,JA210429,04/02/2017 07:00:00 PM,024XX W 63RD ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0825,008,15,66,06,1161372,1862818,2017,04/09/2017 03:57:12 PM,41.779249554,-87.683942092,"(41.779249554, -87.683942092)"
10898628,JA210302,04/02/2017 07:00:00 PM,042XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,1115,011,28,26,14,1148264,1898351,2017,04/09/2017 03:57:12 PM,41.877018633,-87.731084735,"(41.877018633, -87.731084735)"
10898627,JA210306,04/02/2017 07:00:00 PM,007XX E 49TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0223,002,4,38,07,1182195,1872691,2017,04/09/2017 03:57:12 PM,41.805885051,-87.607297603,"(41.805885051, -87.607297603)"
10898592,JA210114,04/02/2017 07:00:00 PM,006XX N SPAULDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,1121,011,27,23,14,1154260,1904136,2017,04/09/2017 03:57:12 PM,41.89277569,-87.708914503,"(41.89277569, -87.708914503)"
10898536,JA210194,04/02/2017 07:00:00 PM,043XX S PULASKI RD,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0821,008,14,57,06,1150400,1875595,2017,04/09/2017 03:57:12 PM,41.814531893,-87.723834893,"(41.814531893, -87.723834893)"
10898468,JA210149,04/02/2017 07:00:00 PM,062XX S LAKE SHORE DR,0810,THEFT,OVER $500,PARK PROPERTY,false,false,0331,003,5,42,06,1191151,1863666,2017,04/09/2017 03:57:12 PM,41.78090755,-87.574742991,"(41.78090755, -87.574742991)"
10898543,JA210127,04/02/2017 07:10:00 PM,071XX S CORNELL AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,true,true,0324,003,8,43,26,1188472,1857872,2017,04/09/2017 03:57:12 PM,41.765072771,-87.584749467,"(41.765072771, -87.584749467)"
10898469,JA210150,04/02/2017 07:11:00 PM,035XX W 59TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,true,0822,008,16,66,08B,1153768,1865264,2017,04/09/2017 03:57:12 PM,41.786115943,-87.711754577,"(41.786115943, -87.711754577)"
10898540,JA210118,04/02/2017 07:12:00 PM,081XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0631,006,8,44,08B,1183652,1851166,2017,04/09/2017 03:57:12 PM,41.746784577,-87.602624733,"(41.746784577, -87.602624733)"
10898557,JA210146,04/02/2017 07:20:00 PM,001XX E WALTON ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,true,false,1833,018,42,8,11,1177751,1906964,2017,04/09/2017 03:57:12 PM,41.900034336,-87.62255589,"(41.900034336, -87.62255589)"
10898561,JA210172,04/02/2017 07:24:00 PM,059XX S MARSHFIELD AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,false,false,0714,007,15,67,08B,1166358,1865343,2017,04/09/2017 03:57:12 PM,41.786073692,-87.665590964,"(41.786073692, -87.665590964)"
10905279,JA210161,04/02/2017 07:30:00 PM,025XX W JEROME ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,2411,024,50,2,26,,,2017,04/09/2017 03:57:12 PM,,,
10901849,JA210147,04/02/2017 07:30:00 PM,0000X W TERMINAL ST,0560,ASSAULT,SIMPLE,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,true,false,1655,016,41,76,08A,,,2017,04/09/2017 03:57:12 PM,,,
10899853,JA211428,04/02/2017 07:30:00 PM,036XX W FILLMORE ST,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,OTHER,false,false,1133,011,24,29,02,1152346,1895131,2017,04/09/2017 03:57:12 PM,41.868103022,-87.716181735,"(41.868103022, -87.716181735)"
10899471,JA210930,04/02/2017 07:30:00 PM,046XX S EVANS AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,0221,002,4,38,08A,1182038,1874375,2017,04/09/2017 03:57:12 PM,41.810509719,-87.607821275,"(41.810509719, -87.607821275)"
10899200,JA201161,04/02/2017 07:30:00 PM,025XX W JEROME ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,2411,024,50,2,26,1158018,1949997,2017,04/09/2017 03:57:12 PM,42.018545089,-87.693855975,"(42.018545089, -87.693855975)"
10898533,JA210195,04/02/2017 07:30:00 PM,007XX N NOBLE ST,0810,THEFT,OVER $500,STREET,false,false,1215,012,27,24,06,1166927,1904990,2017,04/09/2017 03:57:12 PM,41.894856745,-87.662369136,"(41.894856745, -87.662369136)"
10898527,JA210144,04/02/2017 07:30:00 PM,036XX W DOUGLAS BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1011,010,24,29,06,1152123,1893043,2017,04/09/2017 03:57:12 PM,41.862377709,-87.717055445,"(41.862377709, -87.717055445)"
10898484,JA210167,04/02/2017 07:30:00 PM,021XX W 19TH ST,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,1234,012,25,31,08A,1162369,1890721,2017,04/09/2017 03:57:12 PM,41.855797932,-87.679508601,"(41.855797932, -87.679508601)"
10898448,JA210148,04/02/2017 07:30:00 PM,093XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,false,false,2223,022,21,73,26,1172618,1842952,2017,04/09/2017 03:57:12 PM,41.724494263,-87.643297231,"(41.724494263, -87.643297231)"
10901502,JA211865,04/02/2017 07:37:00 PM,005XX W OHARE ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",AIRPORT VENDING ESTABLISHMENT,false,false,1654,016,41,76,11,,,2017,04/09/2017 03:57:12 PM,,,
10898551,JA210184,04/02/2017 07:39:00 PM,049XX W GLADYS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1533,015,24,25,18,1143711,1897892,2017,04/09/2017 03:57:12 PM,41.875845532,-87.747813694,"(41.875845532, -87.747813694)"
10898521,JA210165,04/02/2017 07:42:00 PM,014XX E 66TH PL,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,0321,003,5,42,18,1187010,1861192,2017,04/09/2017 03:57:12 PM,41.774217931,-87.590002881,"(41.774217931, -87.590002881)"
10898587,JA210201,04/02/2017 07:43:00 PM,133XX S INDIANA AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,0533,005,9,54,26,1179952,1816692,2017,04/09/2017 03:57:12 PM,41.652268611,-87.617232658,"(41.652268611, -87.617232658)"
10898500,JA210155,04/02/2017 07:47:00 PM,0000X W 69TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,true,true,0731,007,6,69,08B,1177279,1859276,2017,04/09/2017 03:57:12 PM,41.769185486,-87.625732415,"(41.769185486, -87.625732415)"
10899409,JA211006,04/02/2017 07:49:00 PM,007XX N DEARBORN ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1832,018,42,8,26,1175800,1905508,2017,04/09/2017 03:57:12 PM,41.896083132,-87.629765732,"(41.896083132, -87.629765732)"
10898562,JA210176,04/02/2017 07:50:00 PM,039XX W 57TH PL,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0822,008,13,62,08B,1151153,1866185,2017,04/09/2017 03:57:12 PM,41.788694785,-87.721318538,"(41.788694785, -87.721318538)"
10898522,JA210153,04/02/2017 07:50:00 PM,011XX W BERWYN AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA STATION,false,false,2023,020,48,77,08B,1167718,1935356,2017,04/09/2017 03:57:12 PM,41.978165506,-87.658586238,"(41.978165506, -87.658586238)"
10898508,JA210156,04/02/2017 07:50:00 PM,036XX N NOTTINGHAM AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1632,016,36,17,08B,1128093,1923466,2017,04/09/2017 03:57:12 PM,41.946302064,-87.804579576,"(41.946302064, -87.804579576)"
10903416,JA215291,04/02/2017 08:00:00 PM,030XX W MEDILL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1414,014,35,22,14,,,2017,04/09/2017 03:57:12 PM,,,
10900647,JA212226,04/02/2017 08:00:00 PM,041XX N MASON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1624,016,38,15,06,1135947,1926813,2017,04/09/2017 03:57:12 PM,41.955349991,-87.77563022,"(41.955349991, -87.77563022)"
10899694,JA211101,04/02/2017 08:00:00 PM,009XX W 73RD ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,0733,007,17,68,11,1171107,1856425,2017,04/09/2017 03:57:12 PM,41.7614991,-87.648439207,"(41.7614991, -87.648439207)"
10899526,JA211023,04/02/2017 08:00:00 PM,015XX E 71ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0332,003,5,43,08B,1187525,1858253,2017,04/09/2017 03:57:12 PM,41.766140832,-87.588208352,"(41.766140832, -87.588208352)"
10899383,JA210800,04/02/2017 08:00:00 PM,009XX S PULASKI RD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1132,011,24,26,08B,1149853,1895794,2017,04/09/2017 03:57:12 PM,41.869971189,-87.725316853,"(41.869971189, -87.725316853)"
10899128,JA210715,04/02/2017 08:00:00 PM,012XX W 95TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,false,false,2213,022,21,73,11,1169792,1841775,2017,04/09/2017 03:57:12 PM,41.721326098,-87.653682861,"(41.721326098, -87.653682861)"
10898905,JA210450,04/02/2017 08:00:00 PM,049XX W POTOMAC AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2533,025,37,25,07,1143284,1908199,2017,04/09/2017 03:57:12 PM,41.904137141,-87.749123846,"(41.904137141, -87.749123846)"
10898699,JA210391,04/02/2017 08:00:00 PM,084XX S DREXEL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0632,006,8,44,07,1183695,1849176,2017,04/09/2017 03:57:12 PM,41.741322801,-87.602529099,"(41.741322801, -87.602529099)"
10898671,JA210274,04/02/2017 08:00:00 PM,048XX W JACKSON BLVD,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,1533,015,28,25,03,1144383,1898242,2017,04/09/2017 03:57:12 PM,41.876793369,-87.74533752,"(41.876793369, -87.74533752)"
10898657,JA210336,04/02/2017 08:00:00 PM,092XX S HARVARD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0634,006,21,49,07,1175653,1843656,2017,04/09/2017 03:57:12 PM,41.726358836,-87.632159106,"(41.726358836, -87.632159106)"
10898606,JA210234,04/02/2017 08:00:00 PM,062XX S WENTWORTH AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,true,false,0311,003,20,68,03,1176032,1863634,2017,04/09/2017 03:57:12 PM,41.781172375,-87.630172691,"(41.781172375, -87.630172691)"
10898580,JA210225,04/02/2017 08:00:00 PM,024XX E 77TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,0421,004,7,43,06,1193642,1854380,2017,04/09/2017 03:57:12 PM,41.755365424,-87.565914426,"(41.755365424, -87.565914426)"
10898572,JA210199,04/02/2017 08:01:00 PM,027XX W LEXINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1135,011,2,27,08B,1158203,1896589,2017,04/09/2017 03:57:12 PM,41.871986359,-87.694639649,"(41.871986359, -87.694639649)"
10898472,JA210159,04/02/2017 08:01:00 PM,031XX N HALSTED ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1934,019,44,6,07,1170380,1920858,2017,04/09/2017 03:57:12 PM,41.938324571,-87.649222411,"(41.938324571, -87.649222411)"
10898581,JA210228,04/02/2017 08:05:00 PM,035XX W 15TH ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1021,010,24,29,18,1153055,1892483,2017,04/09/2017 03:57:12 PM,41.860822596,-87.713649014,"(41.860822596, -87.713649014)"
